# Radius Velocity Satellites Factor
123.605428 13.049305 3.000000 4.095536
79.771931 19.297776 1.000000 6.306367
101.658289 21.423363 2.000000 6.692744
108.559286 17.786420 0.000000 9.527108
97.471439 20.885975 2.000000 5.809514
109.615741 21.542989 2.000000 5.293533
110.939656 11.742472 4.000000 8.042774
78.637644 19.604066 7.000000 7.477907
45.037676 22.090706 7.000000 2.474155
103.715499 18.430374 6.000000 6.523278
95.132202 18.457800 1.000000 8.349984
85.433377 10.566316 5.000000 4.498707
86.063779 15.533431 5.000000 7.278178
124.220779 23.574351 0.000000 3.534177
84.398964 18.461674 1.000000 2.859920
73.085857 19.557654 5.000000 4.032358
91.895739 23.711784 4.000000 5.518150
95.844304 18.190739 3.000000 7.112560
82.452681 17.201698 5.000000 4.516971
69.847319 21.519464 3.000000 1.775339
105.062843 9.606303 0.000000 5.498174
115.672138 21.891848 0.000000 9.244746
82.309363 8.002845 1.000000 4.114962
77.712917 18.251873 0.000000 2.668043
137.977231 14.803684 1.000000 9.653950
103.602768 14.164611 3.000000 5.264639
65.236658 14.437473 5.000000 4.774320
101.498518 18.678834 1.000000 5.752554
91.490679 17.213167 4.000000 4.536058
63.610734 20.791273 0.000000 7.820471
130.164486 14.332210 4.000000 6.333317
101.599880 17.904019 3.000000 5.432373
92.210180 18.725893 2.000000 0.847079
82.418148 12.031914 3.000000 8.237146
97.618292 21.268948 4.000000 1.408473
99.298513 17.706749 1.000000 1.964345
69.108223 16.332478 0.000000 2.835300
97.530020 14.354047 4.000000 2.177273
100.003480 18.581443 3.000000 5.269128
137.231554 16.346728 2.000000 3.697011
102.362148 16.708221 2.000000 4.777267
76.307633 15.366459 3.000000 7.065595
87.743711 11.550519 2.000000 4.071352
97.544685 8.068601 5.000000 4.582509
104.759167 17.751795 0.000000 4.079097
81.215167 12.402708 3.000000 6.477019
86.828401 12.186485 4.000000 6.047636
112.565676 13.780500 4.000000 3.131421
101.680796 17.920479 5.000000 5.672984
81.856414 18.056014 2.000000 3.587271
82.646806 14.031217 4.000000 1.873942
117.645023 18.641688 6.000000 1.579652
58.548989 18.789298 4.000000 7.212138
119.986343 11.824011 2.000000 3.216664
74.612822 9.936972 1.000000 4.639863
116.882564 13.350723 3.000000 5.053977
114.240488 19.620551 3.000000 3.676866
104.333822 14.913648 3.000000 6.271787
87.561765 18.972289 3.000000 4.621007
106.501136 18.189691 3.000000 4.226325
51.196901 14.693302 2.000000 8.800661
67.705210 21.021098 4.000000 7.012733
64.793795 10.503526 1.000000 8.136404
100.517904 13.541506 8.000000 1.403378
98.469869 17.103702 3.000000 0.400045
101.419049 15.467670 5.000000 8.260347
103.601053 18.059570 1.000000 3.756260
117.646272 22.903993 2.000000 6.275924
92.907910 9.168736 0.000000 6.581611
95.941355 21.965836 4.000000 8.336139
107.370408 20.669691 6.000000 8.625258
99.792511 11.930417 0.000000 6.682931
84.926108 12.275662 3.000000 4.195710
112.788550 12.761527 2.000000 2.572690
103.665585 15.036717 4.000000 5.135721
83.473362 16.233566 5.000000 3.705752
125.073017 11.262396 2.000000 6.612416
135.961017 19.572087 7.000000 2.301601
54.663533 14.217204 2.000000 1.793500
81.962003 27.418363 5.000000 6.033247
84.896611 16.915176 5.000000 8.600603
125.894362 14.345026 2.000000 2.071463
97.175892 21.438502 1.000000 9.555136
97.875287 16.811430 1.000000 6.823348
105.421362 15.765076 5.000000 4.094904
87.871847 7.297132 4.000000 7.052730
98.986861 20.224788 7.000000 6.962645
102.370445 9.730772 2.000000 6.707813
102.050620 19.071229 2.000000 0.651729
96.924961 19.402597 5.000000 6.238200
86.911498 24.889956 4.000000 3.123214
117.895439 19.592815 3.000000 8.660586
97.550267 13.366178 3.000000 6.769856
121.786418 12.608727 2.000000 5.562625
95.458492 24.418960 2.000000 6.136488
75.801913 15.786291 2.000000 3.155865
85.448799 20.222958 3.000000 9.133442
124.939410 12.824714 0.000000 7.243848
109.665637 13.442800 3.000000 3.721729
103.075041 9.892772 3.000000 2.944193
92.139831 20.219250 3.000000 6.489301
116.946857 20.235457 2.000000 7.377679
98.227245 22.208145 5.000000 2.056270
87.202921 12.022622 6.000000 6.837113
77.829026 17.860369 4.000000 6.647523
97.290068 14.019076 5.000000 4.538597
101.697201 12.798901 1.000000 5.612561
82.469505 14.724052 3.000000 8.907324
76.313363 14.724646 1.000000 4.878998
86.472556 11.718449 0.000000 6.503041
96.293095 15.355998 5.000000 8.126729
82.678044 13.955186 0.000000 5.323622
74.636871 18.996475 4.000000 6.445804
121.916845 19.453878 3.000000 4.623650
102.371788 14.599377 1.000000 4.992502
88.466291 16.935505 2.000000 3.183150
89.309707 15.777394 2.000000 6.249831
83.633044 18.821745 6.000000 8.197957
92.570841 19.206146 2.000000 5.949074
94.792739 11.595221 4.000000 0.286819
109.357990 12.248188 5.000000 7.219528
106.878782 18.897477 4.000000 4.407454
62.576430 21.066405 4.000000 7.624563
100.883464 20.691072 0.000000 3.124456
78.895675 20.289907 3.000000 4.257855
114.668825 21.456269 5.000000 0.951237
91.852712 16.579028 3.000000 6.858386
118.349958 18.261074 3.000000 2.543524
117.368925 8.466654 1.000000 7.245885
88.995541 19.839106 2.000000 3.513465
72.112525 18.388603 2.000000 7.508820
73.198491 19.441384 1.000000 6.513742
70.037497 17.618338 2.000000 7.145145
74.065506 15.041581 3.000000 7.015228
101.250338 16.634536 1.000000 5.426933
130.784022 11.281076 4.000000 5.566305
115.385435 13.190335 1.000000 5.629584
122.513592 15.757518 4.000000 8.217699
105.939533 16.862811 1.000000 7.339068
93.639335 15.485380 0.000000 7.502665
92.623551 16.040771 7.000000 6.815188
107.907480 18.239930 6.000000 4.060539
105.592417 24.604885 1.000000 7.236184
90.910513 19.028085 3.000000 4.118997
95.959525 25.844461 1.000000 4.422146
101.970347 19.904044 4.000000 7.126730
75.242360 18.437853 3.000000 6.089729
119.262126 15.571137 3.000000 6.628889
105.203776 16.298604 1.000000 5.996736
93.697030 15.801346 3.000000 6.318136
81.576562 25.681457 3.000000 6.264034
89.163153 12.586322 4.000000 5.649489
104.251651 17.491948 5.000000 7.368425
76.595746 10.209886 5.000000 4.254279
128.401961 16.967096 2.000000 6.543336
109.378095 19.766048 4.000000 3.331739
109.243431 18.396047 2.000000 9.412402
82.065613 14.508205 2.000000 2.758891
70.843609 13.838695 1.000000 6.927523
138.333217 15.909082 4.000000 3.976622
88.804326 14.576849 4.000000 3.253955
113.137786 16.804774 4.000000 4.232971
91.734926 25.906289 2.000000 3.883819
88.981708 11.309746 4.000000 3.654011
83.988580 6.243679 2.000000 6.999540
90.257057 14.528679 6.000000 7.684049
93.560358 11.227488 5.000000 6.214853
93.613425 14.314012 2.000000 7.142348
78.657758 19.275948 5.000000 6.322338
87.170519 22.394101 2.000000 3.461289
87.395002 19.349966 7.000000 8.164390
74.710957 21.179343 2.000000 2.969113
96.804664 19.113777 3.000000 5.049069
104.612697 18.904877 3.000000 5.416265
119.614183 20.474181 4.000000 2.959119
106.435651 17.187512 5.000000 7.162299
118.332655 20.575468 4.000000 5.035177
98.408531 23.264978 8.000000 5.899343
126.865291 17.071582 2.000000 9.425155
102.183879 16.435709 1.000000 4.242363
69.432245 17.921475 3.000000 4.657664
93.457228 14.068626 3.000000 6.729762
108.094562 20.571487 6.000000 6.387157
103.554540 22.022519 4.000000 1.662687
145.087774 17.653291 3.000000 8.130185
112.829741 12.242735 7.000000 0.147464
81.486991 16.853003 4.000000 3.313650
97.378336 8.839115 3.000000 1.472456
91.121837 19.414080 2.000000 4.424525
109.358961 21.364961 3.000000 9.460399
86.293039 18.124646 5.000000 5.523624
112.274008 15.358986 3.000000 5.345627
107.821515 14.622266 6.000000 3.241628
85.067260 18.104445 5.000000 2.905524
94.595241 6.829824 2.000000 7.114941
91.605546 21.807825 3.000000 8.000882
86.262676 15.093147 4.000000 5.327424
136.442829 14.123565 1.000000 4.360366
111.172325 14.626565 1.000000 7.388317
116.880973 9.850478 0.000000 6.305732
90.078870 8.542366 1.000000 6.571545
98.776693 14.122810 2.000000 8.213825
89.962577 27.756638 0.000000 4.488270
70.977245 20.454964 1.000000 6.365594
68.360265 16.260614 3.000000 6.013830
69.171755 16.117700 1.000000 7.441423
97.054446 16.673674 4.000000 7.681676
82.804522 25.920362 5.000000 6.813333
67.923686 19.831016 6.000000 4.043193
87.839980 19.067526 3.000000 7.403921
77.552105 24.083064 4.000000 5.960348
111.735947 18.301640 3.000000 5.145653
87.662747 17.458604 2.000000 7.018794
83.326079 16.552987 4.000000 6.933822
93.994532 19.974072 3.000000 8.348565
92.821216 16.149695 4.000000 4.462625
99.224502 19.563087 5.000000 6.830023
104.004746 14.375944 2.000000 7.902323
87.536599 16.790909 2.000000 7.177594
78.631137 15.961830 0.000000 7.181792
88.777932 16.333430 3.000000 8.617417
98.375099 21.268382 5.000000 6.578711
132.033595 16.462112 6.000000 6.855086
126.204390 22.474687 5.000000 6.642731
124.714619 17.826376 4.000000 5.432892
98.398044 11.740928 4.000000 8.800292
129.840710 12.364053 3.000000 5.011224
88.349346 23.480524 3.000000 5.396967
82.435138 16.861380 3.000000 7.575595
104.105895 17.181008 2.000000 9.021393
67.735146 10.621538 3.000000 7.287754
91.772830 23.146819 2.000000 4.317205
98.398115 18.206135 3.000000 6.246685
103.983673 15.336609 6.000000 2.393110
90.437875 19.941054 1.000000 7.423667
114.488559 22.112189 6.000000 5.254211
114.616285 20.138479 1.000000 1.658312
70.091452 19.948894 4.000000 7.346237
98.343103 13.958724 4.000000 7.436591
110.767804 15.375195 2.000000 5.327901
115.821285 18.421274 3.000000 6.316285
112.840467 11.215625 4.000000 0.258144
114.245561 20.543138 6.000000 2.641689
91.244981 16.905689 3.000000 6.411772
109.365574 19.951541 1.000000 2.003670
98.062868 13.587185 3.000000 3.473591
98.051083 11.485912 3.000000 7.252380
32.919684 20.828866 0.000000 5.875202
88.370204 15.820362 2.000000 7.192934
78.847400 11.847144 3.000000 2.127980
119.237680 17.823958 3.000000 3.387500
88.551523 11.708668 7.000000 3.126460
100.255582 17.068944 1.000000 5.194836
97.837084 17.738002 3.000000 6.444546
98.420961 13.067232 3.000000 3.507138
89.623135 15.169496 4.000000 2.997746
93.757966 13.228586 4.000000 5.143331
120.289585 16.440085 1.000000 8.605321
98.914994 18.315891 2.000000 4.132111
99.183559 11.610387 1.000000 7.996333
69.929276 16.806835 4.000000 2.738782
77.957435 23.500244 5.000000 5.674513
89.132881 17.619238 2.000000 3.567987
123.879068 19.852467 3.000000 4.527286
107.867747 17.952638 5.000000 5.919775
88.507289 21.294749 3.000000 8.833419
81.886863 17.574159 5.000000 7.187862
128.777030 19.088746 3.000000 6.475369
125.126994 18.907528 6.000000 5.958245
92.312793 6.523050 6.000000 2.829045
130.804357 12.306220 2.000000 6.025985
95.423756 12.169196 3.000000 3.653732
68.985899 15.809530 2.000000 3.867581
84.174468 18.426955 0.000000 4.906738
116.392597 21.068448 2.000000 5.779291
101.429158 20.139380 6.000000 3.075720
89.780814 10.647888 8.000000 3.365185
106.629760 10.175495 3.000000 4.418415
89.731854 10.523029 5.000000 3.082902
64.826680 11.621622 2.000000 5.638533
97.301696 7.847232 7.000000 6.730907
105.976102 21.672617 2.000000 6.544024
87.918821 16.769733 5.000000 2.864194
107.839664 13.384991 4.000000 4.152561
90.903760 16.619347 0.000000 3.508640
74.870384 13.113132 5.000000 5.429415
98.988355 14.049798 4.000000 5.891265
128.333765 12.996642 3.000000 2.507420
61.490407 17.846570 1.000000 6.687615
106.289753 13.457867 4.000000 7.162425
89.728307 14.298368 3.000000 4.351215
86.689824 14.208592 6.000000 8.148899
108.721355 13.720565 3.000000 3.773133
113.278987 18.181763 2.000000 4.296876
130.838575 15.429022 4.000000 1.797683
88.087950 20.297601 2.000000 7.844073
96.115432 15.761165 0.000000 5.681380
69.164782 17.586535 1.000000 3.121130
98.886322 17.366890 2.000000 6.076815
108.728545 18.374594 3.000000 0.842865
77.324497 20.336841 2.000000 5.929948
95.454870 14.426813 3.000000 9.193926
104.558619 13.761480 2.000000 5.711865
106.342957 17.315776 4.000000 5.497870
80.884421 23.197784 4.000000 7.111452
96.918385 22.843278 3.000000 4.774807
81.264085 15.128816 0.000000 4.246400
122.281894 19.476192 2.000000 4.208835
74.413522 20.711519 1.000000 6.825830
112.238918 20.842510 2.000000 7.408409
97.075001 22.305008 1.000000 7.594118
76.177464 25.460897 2.000000 9.026117
90.507626 24.662981 4.000000 3.867515
97.798752 15.649055 8.000000 4.662921
135.960333 22.179048 3.000000 3.983841
65.339647 14.840484 2.000000 0.723497
107.977788 15.547718 1.000000 8.777008
115.429658 21.269098 3.000000 1.530497
90.155420 18.134829 2.000000 5.149454
65.098265 17.571527 4.000000 5.687857
131.382875 17.606512 2.000000 5.140476
102.352960 15.232433 4.000000 3.569068
82.712636 17.901925 0.000000 5.011327
93.496227 16.451784 6.000000 4.229390
87.568582 11.258192 2.000000 7.187036
121.581920 19.014853 1.000000 3.849048
86.867967 17.295835 4.000000 4.550010
102.397992 17.589049 1.000000 6.633869
109.977081 26.711358 3.000000 8.643622
122.285202 23.966781 1.000000 6.083001
111.174845 20.575674 6.000000 3.492155
118.341446 16.816577 1.000000 0.413399
113.885371 22.220470 0.000000 4.553925
91.776080 18.521972 1.000000 3.419317
70.668056 13.995488 2.000000 4.047554
121.915527 18.373681 4.000000 5.991423
110.124715 14.547314 4.000000 4.157181
122.296306 13.270570 4.000000 2.767634
89.973669 17.022758 4.000000 6.004036
110.786917 16.395981 5.000000 3.136592
102.349797 13.200286 3.000000 5.577977
104.127098 23.300731 7.000000 5.608320
111.821758 16.337433 3.000000 4.885161
94.764185 21.838631 1.000000 3.979069
137.401380 21.764422 3.000000 3.992339
105.768765 18.526916 3.000000 3.721573
99.460485 16.874363 2.000000 4.260100
108.039141 14.540718 5.000000 1.603357
101.598004 15.309678 3.000000 4.028517
63.968953 17.733782 1.000000 3.555255
56.268974 15.852283 6.000000 4.296581
95.161779 17.650577 2.000000 6.104989
84.028376 15.478094 2.000000 9.227442
78.330356 13.517135 2.000000 5.614759
83.955791 12.609588 8.000000 7.471880
93.030682 19.261433 2.000000 4.218099
84.867281 19.756627 0.000000 4.681731
102.904171 15.364761 2.000000 5.687960
84.258766 16.031519 4.000000 7.134248
85.941017 20.389565 5.000000 7.403731
94.381275 15.761857 5.000000 1.339622
79.453336 15.542276 4.000000 8.981190
97.639640 22.650330 3.000000 1.565238
84.025661 18.816311 2.000000 6.382289
104.793753 13.336150 5.000000 4.672511
99.621486 14.961791 3.000000 3.255192
120.636120 19.443053 7.000000 5.957034
100.961569 22.105924 0.000000 5.142255
96.262222 16.875470 4.000000 7.686374
97.859188 19.825921 4.000000 6.165675
84.182640 20.584308 4.000000 5.529204
95.131579 22.412646 2.000000 7.169998
101.268318 17.359458 4.000000 5.842042
108.459437 18.547221 1.000000 7.522311
113.501404 21.941720 4.000000 5.168164
86.641772 11.584116 0.000000 5.712532
98.266349 24.404641 3.000000 1.728157
83.938747 18.308308 4.000000 6.349213
118.697562 18.876022 5.000000 8.231614
139.152934 12.179178 2.000000 7.612599
121.001945 14.685423 5.000000 9.482067
72.747716 14.563210 3.000000 8.530319
94.317137 14.961614 2.000000 4.516419
106.278457 17.897630 3.000000 6.539987
109.693551 21.743674 2.000000 0.549341
117.064159 14.019684 3.000000 7.782564
70.117819 15.821366 3.000000 1.682704
76.734585 17.747570 4.000000 4.131090
86.414412 24.952970 3.000000 9.329619
95.180642 9.533854 3.000000 1.672375
143.428388 17.825188 3.000000 0.609103
130.075582 16.076317 1.000000 4.093570
111.170440 20.470583 1.000000 5.929448
87.730080 14.472555 2.000000 4.380636
110.509939 21.955926 2.000000 0.071343
91.195659 10.739100 1.000000 5.453112
93.305178 23.320914 4.000000 5.038087
52.564284 21.661648 2.000000 2.928443
96.939198 12.237991 5.000000 6.034641
64.580348 19.347551 2.000000 6.339820
43.253659 16.643900 6.000000 2.589562
79.462721 14.088189 2.000000 2.882788
116.696087 16.060323 2.000000 3.890846
86.737454 15.903135 2.000000 4.150632
106.844400 12.305272 1.000000 2.276618
93.177915 10.800290 2.000000 6.549057
100.924010 23.226195 1.000000 6.190869
67.349674 19.768602 2.000000 1.602031
76.957297 14.317569 5.000000 3.241856
92.960396 15.290707 5.000000 7.803399
91.060589 13.117039 8.000000 2.090166
134.110864 12.785471 3.000000 5.565916
92.375811 14.957745 1.000000 1.127788
60.227614 26.628715 1.000000 3.551894
121.026933 16.384935 3.000000 6.560656
119.279694 16.438318 5.000000 8.136729
85.830591 17.699419 3.000000 1.218854
92.075351 13.854738 2.000000 3.663849
72.235942 20.346016 3.000000 4.728234
88.508660 20.183537 0.000000 5.776206
113.469517 8.304270 3.000000 4.803646
81.742718 18.634495 1.000000 8.447959
106.099987 16.658884 7.000000 5.733985
113.347731 9.409239 3.000000 5.161386
98.378094 10.035233 4.000000 7.203402
118.771013 18.182938 1.000000 1.914087
97.832280 13.667102 1.000000 6.824773
129.002643 12.205568 4.000000 1.199549
94.721044 14.515937 4.000000 6.545149
88.930261 14.724350 1.000000 1.416684
77.227169 16.171534 0.000000 4.305151
114.162939 17.364048 5.000000 4.577031
74.379651 10.078350 3.000000 4.721766
71.389773 16.380355 4.000000 1.041536
95.423069 22.842278 2.000000 6.383173
83.281868 18.737261 2.000000 2.499111
100.460018 13.253300 5.000000 4.857403
116.288268 13.244200 4.000000 7.546928
118.057252 17.407711 2.000000 8.812370
112.974991 18.745493 3.000000 5.893754
93.919171 16.441451 5.000000 4.029571
89.846766 13.903765 2.000000 4.718436
84.202449 12.113823 4.000000 5.806489
77.312040 19.461761 2.000000 3.585133
85.051390 16.983156 4.000000 4.553240
99.007242 20.717389 8.000000 7.240519
95.753093 18.462760 1.000000 5.999780
105.115818 15.438742 1.000000 6.927546
102.319951 16.232673 3.000000 1.402767
118.598630 17.046162 2.000000 4.432390
90.060050 14.499328 5.000000 3.971040
55.715555 12.660271 1.000000 7.828402
109.875911 21.211012 5.000000 4.281816
89.389301 13.625193 1.000000 6.347861
112.793813 15.437549 3.000000 7.005326
79.514227 18.657494 3.000000 2.815032
87.860439 21.578626 5.000000 3.050732
91.441427 16.752174 3.000000 4.615252
56.617471 23.022043 2.000000 5.298798
81.760876 13.237973 4.000000 4.240727
73.914856 21.645353 3.000000 3.447120
92.217060 19.529885 6.000000 3.472175
112.622868 14.336362 6.000000 6.141100
99.008469 14.722403 3.000000 7.394999
107.755396 17.289892 2.000000 8.500164
101.769749 22.396270 1.000000 4.279584
93.995036 23.979628 2.000000 6.019823
95.445947 12.857070 3.000000 4.467113
94.336323 16.483123 2.000000 5.058278
88.754205 23.198008 5.000000 4.426998
44.569612 20.737268 3.000000 5.014959
102.058945 18.871057 1.000000 7.422961
114.723381 12.579124 3.000000 7.009793
68.492101 14.209144 6.000000 4.742855
111.191599 20.510682 1.000000 0.485437
87.795546 22.454707 4.000000 4.346862
116.569139 17.209998 5.000000 5.242606
104.046667 12.511400 1.000000 4.196848
85.962370 16.097438 1.000000 4.385054
81.632117 16.589279 4.000000 5.392435
130.723943 15.761928 4.000000 5.465883
93.209734 15.055177 2.000000 4.451129
116.084770 15.775227 3.000000 4.490508
94.476964 21.179812 3.000000 5.529904
59.029836 13.824267 1.000000 5.005201
90.412629 15.858786 2.000000 7.631800
112.208927 15.368602 4.000000 4.060264
92.744056 17.896617 2.000000 3.655477
80.406705 22.680049 4.000000 3.151457
100.857324 12.066199 0.000000 4.696359
74.276502 19.734172 2.000000 6.037581
113.763525 22.542914 3.000000 7.356484
103.615793 15.944107 1.000000 7.125073
100.222510 13.927185 7.000000 4.850144
94.017047 16.913219 2.000000 3.269205
72.150958 14.695519 4.000000 9.507253
114.301649 13.526730 3.000000 6.516169
74.703563 24.740820 5.000000 4.228149
129.875389 18.075414 2.000000 5.410958
115.411823 21.162567 6.000000 6.017660
87.095100 21.402277 3.000000 8.196638
97.371779 19.266758 4.000000 5.406205
102.750959 14.387953 6.000000 8.552223
123.933365 18.650642 3.000000 7.453659
101.910232 16.291228 1.000000 4.539230
93.652601 12.504689 6.000000 5.521953
80.329588 12.166600 4.000000 8.648167
109.493386 15.287130 2.000000 6.995381
90.726977 16.018655 3.000000 4.290120
91.011410 8.943376 1.000000 5.044263
107.687070 17.226586 5.000000 1.756506
106.920346 22.623596 0.000000 3.881266
96.851455 19.417574 4.000000 5.868767
97.092369 15.714907 7.000000 5.296442
99.087320 17.262834 0.000000 6.430395
110.522776 11.643623 2.000000 4.284282
133.524159 16.075113 4.000000 6.438629
94.158225 23.420158 2.000000 5.469206
114.155276 18.830862 6.000000 7.056468
109.638853 15.375597 3.000000 3.757881
83.866453 19.043193 2.000000 5.198890
98.387100 12.771505 4.000000 5.814958
103.124446 14.981354 3.000000 5.697529
103.990832 15.278704 5.000000 8.136649
115.599241 18.870565 1.000000 5.320461
71.604488 19.081848 2.000000 7.635710
84.296993 13.628838 1.000000 2.695703
93.485039 11.378945 2.000000 5.239493
120.355753 22.374551 2.000000 6.595942
107.892519 9.987715 3.000000 7.289046
99.899208 15.802581 0.000000 7.933690
79.733373 15.655243 3.000000 7.270119
64.312700 13.538607 2.000000 7.122167
76.048827 19.227327 2.000000 7.217223
102.341376 12.510962 4.000000 5.319127
130.338401 13.940683 4.000000 5.634252
89.548671 17.685393 3.000000 4.290059
92.474793 21.298177 3.000000 2.842186
94.688944 10.890982 2.000000 5.519046
84.104678 15.973627 2.000000 5.060271
104.121888 13.751613 0.000000 3.136975
71.006248 15.946352 3.000000 7.087206
120.945186 15.845365 6.000000 2.615404
124.937958 18.287972 0.000000 6.096602
102.398109 14.694001 2.000000 6.010684
81.997208 19.390915 2.000000 3.258660
79.711865 17.349740 5.000000 4.392503
91.693993 18.234339 4.000000 5.737456
110.971157 19.687090 1.000000 5.095396
89.780404 18.821417 2.000000 4.906819
96.659921 15.627698 4.000000 9.273440
108.671180 16.793728 4.000000 3.351997
109.182680 14.526130 5.000000 8.991923
84.806359 15.479464 1.000000 4.984079
119.999933 13.869435 5.000000 7.271223
50.429599 19.928798 3.000000 5.102955
66.616291 21.966210 2.000000 6.854499
73.495650 16.792456 1.000000 3.584564
80.977793 18.197367 1.000000 5.411992
59.609119 19.505164 8.000000 6.298030
99.872316 19.018533 1.000000 2.910516
100.066472 18.030638 3.000000 8.311888
85.441668 19.471539 2.000000 5.603839
77.716815 20.716138 4.000000 6.034356
71.781560 14.938283 1.000000 8.375099
93.773676 21.049623 5.000000 5.477777
106.700809 16.820207 0.000000 6.956427
112.377022 15.741797 3.000000 7.085412
102.978340 16.258173 2.000000 6.402373
113.504328 11.632793 4.000000 2.106387
94.924150 16.109223 2.000000 6.250663
104.616615 14.846078 0.000000 4.204240
87.937861 10.100592 4.000000 7.068701
119.348623 12.663831 1.000000 4.605102
102.134475 11.107341 3.000000 2.102912
104.618920 19.098756 3.000000 4.484839
113.540963 11.999964 2.000000 7.998676
62.138064 16.811381 2.000000 4.423144
95.668237 15.425334 5.000000 4.795087
104.240610 13.092334 3.000000 5.212825
68.856232 12.488970 3.000000 4.677506
98.676724 17.295906 4.000000 7.254095
60.538241 15.449236 4.000000 5.312602
121.227098 19.635833 4.000000 5.078188
82.853933 19.691307 5.000000 5.436937
109.661117 6.843736 2.000000 5.609914
68.199687 8.415992 5.000000 4.604602
81.419759 11.087881 1.000000 5.361224
61.776923 15.355577 3.000000 1.211498
72.346591 8.651650 2.000000 1.337118
92.783220 14.704470 4.000000 2.639949
104.957509 12.044937 3.000000 6.617965
74.087223 19.901338 3.000000 4.317421
67.556437 14.918137 5.000000 9.165774
88.557446 8.636543 6.000000 6.156796
112.562654 19.939212 2.000000 8.098301
83.607308 11.084410 2.000000 8.891333
84.001633 16.348686 2.000000 1.280402
75.497944 14.026501 2.000000 9.021604
78.094518 13.042712 4.000000 5.359977
110.841691 11.748158 1.000000 6.448552
113.843589 15.630851 5.000000 6.853990
93.498213 19.485975 5.000000 8.205594
84.412008 18.768377 1.000000 6.593492
97.815248 23.803176 2.000000 1.719135
86.301084 17.605781 1.000000 6.289391
104.820414 16.109355 4.000000 5.979305
98.069003 14.009119 1.000000 4.892988
80.677160 6.006949 3.000000 9.848618
111.050381 15.171775 4.000000 1.309596
92.910161 16.298450 2.000000 0.733413
119.743197 12.128848 5.000000 6.034716
108.827009 15.994610 1.000000 7.634153
94.611645 8.491121 5.000000 2.360031
87.888963 18.816361 6.000000 4.159346
123.401675 13.229263 2.000000 7.113254
128.993885 16.910723 2.000000 6.585184
112.594676 15.813959 3.000000 5.118779
80.811100 19.292564 3.000000 3.866173
107.611798 10.710872 4.000000 7.480726
85.912598 13.886887 3.000000 2.646059
88.489179 15.644189 3.000000 4.245258
102.647433 18.815247 4.000000 8.249051
100.371141 27.821508 0.000000 4.647168
102.028846 13.557077 5.000000 5.985554
95.194112 14.466814 2.000000 7.191646
130.427265 20.072782 6.000000 2.014344
90.409432 22.686691 6.000000 5.980619
58.746156 19.178320 2.000000 5.661170
75.358614 12.935071 1.000000 8.979570
97.466046 12.062346 1.000000 7.709422
109.755225 18.924319 4.000000 3.928159
103.229513 18.549665 4.000000 8.206226
107.220828 15.736276 3.000000 8.084974
97.207638 21.048708 1.000000 6.155117
106.376949 14.242925 4.000000 2.854509
88.879305 16.419485 2.000000 5.900426
87.943831 17.980799 0.000000 5.998459
117.729301 22.778707 1.000000 0.829302
82.569673 13.655640 4.000000 5.059953
72.190219 18.496654 4.000000 7.830328
73.505032 17.915831 4.000000 3.616194
103.058699 23.492102 5.000000 5.659210
97.692686 20.015597 4.000000 8.285220
80.112778 15.015554 4.000000 8.263714
101.668932 15.162824 3.000000 5.329132
95.517253 25.088227 6.000000 5.520133
71.137320 13.209567 4.000000 3.757068
63.782367 16.726838 3.000000 3.681828
111.642832 17.549695 2.000000 4.061902
116.257854 15.328674 1.000000 5.620057
123.432361 18.016595 5.000000 4.677509
101.422668 16.757104 4.000000 4.101010
91.725613 18.931454 0.000000 4.988639
126.718586 16.779118 1.000000 2.135046
107.799973 10.184764 2.000000 4.719861
84.478752 19.991602 0.000000 5.031925
110.423637 17.809413 3.000000 4.292115
72.591254 22.690125 3.000000 2.313357
115.054938 18.579356 1.000000 2.900103
100.907325 16.422765 3.000000 3.453760
111.677358 26.369827 4.000000 1.880766
65.433517 12.475869 1.000000 3.897131
90.622903 15.576356 2.000000 7.227163
141.508640 16.562847 3.000000 3.090419
53.690979 14.414549 2.000000 3.968513
92.958451 23.162231 2.000000 7.869275
87.068687 26.910299 6.000000 4.198196
68.965111 25.696711 3.000000 7.973182
73.217383 13.576744 3.000000 6.463418
109.359086 21.548876 1.000000 6.492658
123.077079 20.261040 0.000000 5.576097
86.846430 17.770709 3.000000 1.458757
106.817324 21.995733 2.000000 6.757935
120.122414 22.464977 3.000000 6.628223
118.778785 14.399518 5.000000 5.263664
95.647103 22.241906 6.000000 6.011855
74.552656 16.987769 2.000000 4.784153
93.929077 17.249854 5.000000 4.656035
104.979431 12.518754 5.000000 7.402724
71.759575 21.622734 4.000000 5.466481
99.006536 15.256903 1.000000 6.518967
50.579229 19.936602 4.000000 4.295843
109.476926 19.357729 1.000000 3.513331
96.919293 18.417268 2.000000 6.519338
104.504906 17.133332 0.000000 2.697081
112.272493 19.661678 2.000000 5.073318
98.105489 17.279787 5.000000 3.961987
103.480028 24.072616 3.000000 4.815409
65.072246 19.000033 2.000000 4.496535
121.342643 16.182078 0.000000 4.414248
67.491678 8.181495 2.000000 6.665020
96.206601 19.425487 2.000000 6.304724
100.442570 20.477450 6.000000 4.665708
99.386529 14.304151 3.000000 5.495363
44.484246 22.730181 1.000000 6.619279
113.397195 13.681107 0.000000 4.900727
111.486544 20.098854 2.000000 3.146299
92.013840 16.088246 2.000000 2.105679
