# Wavelength Var_Radius_1 Var_Radius_2 Var_Radius_3 Var_Radius_4
5.482249023437500000e+03 9.446336669921875000e+02 8.581970214843750000e+01 3.352136993408203125e+01 1.844944000244140625e+01
5.483499023437500000e+03 9.006908569335937500e+02 8.986378479003906250e+01 3.522041702270507812e+01 1.653881454467773438e+01
5.484749023437500000e+03 8.968742675781250000e+02 9.797748565673828125e+01 3.452242660522460938e+01 1.878494834899902344e+01
5.485999023437500000e+03 9.501039428710937500e+02 9.170786285400390625e+01 3.376686477661132812e+01 1.590162658691406250e+01
5.487249023437500000e+03 9.033222045898437500e+02 8.615608215332031250e+01 3.752589797973632812e+01 1.822106361389160156e+01
5.488499023437500000e+03 9.102210083007812500e+02 8.959712219238281250e+01 3.552621078491210938e+01 1.855727767944335938e+01
5.489749023437500000e+03 9.391262817382812500e+02 8.240597534179687500e+01 4.105577468872070312e+01 1.937502098083496094e+01
5.490999023437500000e+03 9.956718139648437500e+02 8.707211303710937500e+01 3.719030380249023438e+01 1.829516220092773438e+01
5.492249023437500000e+03 9.969345092773437500e+02 9.989324188232421875e+01 2.863343620300292969e+01 1.793570709228515625e+01
5.493499023437500000e+03 1.043039550781250000e+03 9.170057678222656250e+01 3.725466918945312500e+01 1.634762382507324219e+01
5.494749023437500000e+03 1.021387451171875000e+03 8.284108734130859375e+01 3.443535232543945312e+01 1.783662223815917969e+01
5.495999023437500000e+03 1.062548217773437500e+03 9.595579528808593750e+01 3.799364852905273438e+01 1.743901634216308594e+01
5.497249023437500000e+03 1.000646789550781250e+03 8.488904571533203125e+01 4.154165267944335938e+01 1.841942596435546875e+01
5.498499023437500000e+03 1.030745483398437500e+03 9.034014892578125000e+01 3.668124389648437500e+01 1.670224571228027344e+01
5.499749023437500000e+03 1.023482971191406250e+03 9.185004425048828125e+01 4.691624450683593750e+01 1.633876419067382812e+01
5.500999023437500000e+03 1.047378906250000000e+03 8.690921783447265625e+01 3.773978042602539062e+01 1.661746978759765625e+01
5.502249023437500000e+03 1.075486938476562500e+03 8.741001129150390625e+01 4.265557098388671875e+01 1.690240669250488281e+01
5.503499023437500000e+03 1.070457397460937500e+03 9.397074890136718750e+01 4.769060134887695312e+01 1.258769512176513672e+01
5.504749023437500000e+03 1.115381469726562500e+03 8.980164337158203125e+01 3.214059829711914062e+01 1.484974479675292969e+01
5.505999023437500000e+03 1.115085937500000000e+03 7.973796844482421875e+01 3.622309112548828125e+01 1.470827960968017578e+01
5.507249023437500000e+03 1.062351684570312500e+03 7.046214294433593750e+01 4.881832504272460938e+01 1.490026760101318359e+01
5.508499023437500000e+03 1.093926391601562500e+03 7.790120697021484375e+01 4.732634353637695312e+01 1.323912239074707031e+01
5.509749023437500000e+03 1.121663452148437500e+03 7.632534790039062500e+01 4.900345230102539062e+01 1.113407039642333984e+01
5.510999023437500000e+03 1.120447998046875000e+03 6.931346130371093750e+01 3.764823150634765625e+01 1.238890171051025391e+01
5.512249023437500000e+03 1.131363769531250000e+03 7.573147583007812500e+01 3.827957153320312500e+01 1.333656406402587891e+01
5.513499023437500000e+03 1.117074096679687500e+03 6.644242858886718750e+01 5.124234008789062500e+01 1.197646903991699219e+01
5.514749023437500000e+03 1.208875000000000000e+03 6.741379547119140625e+01 4.352482223510742188e+01 1.396957492828369141e+01
5.515999023437500000e+03 1.153358154296875000e+03 6.982423400878906250e+01 4.601438903808593750e+01 1.292080783843994141e+01
5.517249023437500000e+03 1.209246826171875000e+03 6.931750488281250000e+01 4.662649917602539062e+01 1.505079269409179688e+01
5.518499023437500000e+03 1.177349121093750000e+03 6.826119995117187500e+01 4.617374038696289062e+01 1.521105957031250000e+01
5.519749023437500000e+03 1.222335449218750000e+03 6.872466278076171875e+01 4.451250457763671875e+01 1.301333999633789062e+01
5.520999023437500000e+03 1.204609863281250000e+03 6.929368591308593750e+01 4.662965774536132812e+01 1.307116127014160156e+01
5.522249023437500000e+03 1.145289672851562500e+03 6.234480667114257812e+01 3.448944473266601562e+01 1.567891788482666016e+01
5.523499023437500000e+03 1.219369018554687500e+03 5.947599029541015625e+01 4.648684310913085938e+01 1.474193954467773438e+01
5.524749023437500000e+03 1.180866699218750000e+03 5.964780426025390625e+01 4.491857528686523438e+01 1.423324584960937500e+01
5.525999023437500000e+03 1.243184082031250000e+03 5.608334350585937500e+01 4.571340179443359375e+01 1.782087135314941406e+01
5.527249023437500000e+03 1.172371337890625000e+03 5.524990463256835938e+01 3.691514968872070312e+01 1.359417533874511719e+01
5.528499023437500000e+03 1.220479003906250000e+03 5.373459625244140625e+01 3.368062973022460938e+01 1.646402549743652344e+01
5.529749023437500000e+03 1.208027709960937500e+03 5.834112548828125000e+01 4.691088867187500000e+01 1.579708194732666016e+01
5.530999023437500000e+03 1.197249755859375000e+03 5.436664581298828125e+01 3.919762039184570312e+01 1.815891838073730469e+01
5.532249023437500000e+03 1.257683837890625000e+03 5.377780151367187500e+01 4.372694778442382812e+01 2.034438323974609375e+01
5.533499023437500000e+03 1.264996826171875000e+03 6.124123764038085938e+01 3.708418273925781250e+01 2.072255516052246094e+01
5.534749023437500000e+03 1.277689697265625000e+03 6.293619155883789062e+01 4.495566940307617188e+01 1.654879570007324219e+01
5.535999023437500000e+03 1.315330688476562500e+03 6.595322418212890625e+01 3.467406463623046875e+01 1.966666603088378906e+01
5.537249023437500000e+03 1.286698486328125000e+03 6.150317764282226562e+01 4.078458404541015625e+01 1.865910530090332031e+01
5.538499023437500000e+03 1.246326904296875000e+03 6.485827636718750000e+01 4.160496139526367188e+01 1.699981117248535156e+01
5.539749023437500000e+03 1.302491943359375000e+03 6.167620849609375000e+01 3.199581718444824219e+01 1.818276214599609375e+01
5.540999023437500000e+03 1.301385498046875000e+03 6.360482406616210938e+01 5.027185058593750000e+01 1.934471130371093750e+01
5.542249023437500000e+03 1.297111572265625000e+03 7.116241455078125000e+01 4.368797683715820312e+01 2.035655784606933594e+01
5.543499023437500000e+03 1.294025634765625000e+03 7.390905761718750000e+01 4.250665283203125000e+01 2.035574531555175781e+01
5.544749023437500000e+03 1.291525390625000000e+03 6.938673400878906250e+01 4.256252670288085938e+01 2.541845512390136719e+01
5.545999023437500000e+03 1.299806396484375000e+03 6.232855606079101562e+01 4.435845565795898438e+01 2.319308471679687500e+01
5.547249023437500000e+03 1.329229003906250000e+03 7.104644775390625000e+01 3.477475357055664062e+01 2.110520553588867188e+01
5.548499023437500000e+03 1.297958007812500000e+03 7.655249023437500000e+01 4.855267333984375000e+01 2.024049568176269531e+01
5.549749023437500000e+03 1.291985229492187500e+03 6.966847229003906250e+01 3.234828186035156250e+01 2.034968757629394531e+01
5.550999023437500000e+03 1.320171997070312500e+03 8.415731048583984375e+01 4.196191024780273438e+01 1.858087158203125000e+01
5.552249023437500000e+03 1.309148803710937500e+03 7.746185302734375000e+01 3.212395095825195312e+01 2.009765815734863281e+01
5.553499023437500000e+03 1.325461425781250000e+03 8.336542510986328125e+01 3.780529785156250000e+01 2.227138710021972656e+01
5.554749023437500000e+03 1.333830444335937500e+03 8.194567871093750000e+01 3.516717147827148438e+01 2.441655921936035156e+01
5.555999023437500000e+03 1.312966308593750000e+03 8.151786041259765625e+01 3.490768051147460938e+01 1.880449104309082031e+01
5.557249023437500000e+03 1.251082031250000000e+03 8.397379302978515625e+01 3.854804229736328125e+01 1.824470138549804688e+01
5.558499023437500000e+03 1.193531005859375000e+03 9.644657135009765625e+01 3.277092742919921875e+01 2.049695777893066406e+01
5.559749023437500000e+03 1.122177856445312500e+03 8.938832855224609375e+01 4.042425918579101562e+01 1.882996177673339844e+01
5.560999023437500000e+03 1.140962280273437500e+03 8.127867126464843750e+01 3.588289260864257812e+01 1.759983253479003906e+01
5.562249023437500000e+03 1.091037231445312500e+03 8.004450988769531250e+01 3.760154342651367188e+01 2.242796707153320312e+01
5.563499023437500000e+03 1.148358398437500000e+03 9.636339569091796875e+01 3.709169006347656250e+01 2.234049797058105469e+01
5.564749023437500000e+03 1.098846679687500000e+03 9.005008697509765625e+01 3.640866088867187500e+01 2.053346061706542969e+01
5.565999023437500000e+03 1.095662109375000000e+03 8.791512298583984375e+01 3.432696914672851562e+01 1.759861564636230469e+01
5.567249023437500000e+03 1.042550292968750000e+03 8.954035186767578125e+01 3.057693672180175781e+01 1.760612297058105469e+01
5.568499023437500000e+03 1.101258666992187500e+03 9.903414154052734375e+01 3.711458587646484375e+01 2.088347434997558594e+01
5.569749023437500000e+03 1.085019897460937500e+03 7.863301086425781250e+01 3.476145553588867188e+01 1.809894752502441406e+01
5.570999023437500000e+03 1.051460205078125000e+03 9.544264221191406250e+01 3.719438552856445312e+01 1.821403503417968750e+01
5.572249023437500000e+03 1.033489501953125000e+03 9.911949920654296875e+01 3.331126403808593750e+01 1.971674156188964844e+01
5.573499023437500000e+03 1.078912231445312500e+03 9.412644195556640625e+01 3.831702041625976562e+01 2.417622375488281250e+01
5.574749023437500000e+03 1.141458496093750000e+03 1.713336639404296875e+02 1.127405853271484375e+02 1.176201477050781250e+02
5.575999023437500000e+03 2.030370971679687500e+03 9.096540527343750000e+02 6.772753295898437500e+02 6.314779663085937500e+02
5.577249023437500000e+03 2.440983642578125000e+03 1.483589599609375000e+03 1.158310791015625000e+03 8.620597534179687500e+02
5.578499023437500000e+03 1.614975708007812500e+03 6.121649780273437500e+02 5.507540893554687500e+02 3.376199645996093750e+02
5.579749023437500000e+03 1.088949707031250000e+03 1.270199050903320312e+02 6.781719207763671875e+01 3.432249069213867188e+01
5.580999023437500000e+03 1.076897216796875000e+03 1.083195114135742188e+02 4.528495788574218750e+01 2.044648742675781250e+01
5.582249023437500000e+03 1.142818359375000000e+03 8.985128784179687500e+01 3.610465621948242188e+01 1.642305564880371094e+01
5.583499023437500000e+03 1.087172729492187500e+03 9.255484008789062500e+01 3.599077606201171875e+01 1.915992927551269531e+01
5.584749023437500000e+03 1.129098754882812500e+03 9.995031738281250000e+01 4.296676254272460938e+01 1.719775772094726562e+01
5.585999023437500000e+03 1.088510498046875000e+03 8.507221984863281250e+01 4.588048553466796875e+01 1.890162277221679688e+01
5.587249023437500000e+03 1.060118652343750000e+03 1.031964035034179688e+02 3.911491394042968750e+01 1.728475379943847656e+01
5.588499023437500000e+03 1.098481811523437500e+03 1.019578018188476562e+02 4.650246429443359375e+01 2.109784126281738281e+01
5.589749023437500000e+03 1.087162841796875000e+03 9.887567138671875000e+01 3.792755126953125000e+01 2.152944183349609375e+01
5.590999023437500000e+03 1.086368896484375000e+03 9.151696014404296875e+01 3.709313201904296875e+01 1.629893684387207031e+01
5.592249023437500000e+03 1.079350585937500000e+03 9.076424407958984375e+01 4.509595870971679688e+01 1.818967819213867188e+01
5.593499023437500000e+03 1.036189697265625000e+03 9.480054473876953125e+01 3.750576019287109375e+01 1.141013336181640625e+01
5.594749023437500000e+03 1.071172119140625000e+03 9.193534851074218750e+01 3.878582763671875000e+01 1.311005401611328125e+01
5.595999023437500000e+03 1.044583374023437500e+03 1.026107025146484375e+02 4.811500167846679688e+01 1.648260498046875000e+01
5.597249023437500000e+03 1.025376586914062500e+03 9.182987213134765625e+01 4.660044479370117188e+01 1.424341106414794922e+01
5.598499023437500000e+03 1.089281738281250000e+03 9.606917572021484375e+01 4.969499206542968750e+01 1.525237369537353516e+01
5.599749023437500000e+03 1.027516601562500000e+03 8.250961303710937500e+01 4.870858383178710938e+01 1.269692134857177734e+01
5.600999023437500000e+03 1.061028442382812500e+03 8.569345855712890625e+01 4.594389343261718750e+01 1.433630275726318359e+01
5.602249023437500000e+03 1.042223266601562500e+03 7.360156250000000000e+01 5.105151748657226562e+01 1.358102226257324219e+01
5.603499023437500000e+03 1.021452453613281250e+03 8.700057220458984375e+01 4.792788314819335938e+01 1.563287448883056641e+01
5.604749023437500000e+03 1.046435791015625000e+03 8.104573822021484375e+01 4.472322845458984375e+01 1.853727722167968750e+01
5.605999023437500000e+03 1.011697204589843750e+03 8.428188323974609375e+01 5.307450866699218750e+01 1.686318969726562500e+01
5.607249023437500000e+03 1.090066894531250000e+03 7.721928405761718750e+01 4.319881057739257812e+01 1.240989875793457031e+01
5.608499023437500000e+03 1.102305175781250000e+03 6.614633178710937500e+01 4.719784164428710938e+01 1.355644035339355469e+01
5.609749023437500000e+03 1.071271118164062500e+03 7.365781402587890625e+01 4.020911788940429688e+01 1.037501811981201172e+01
5.610999023437500000e+03 1.106823242187500000e+03 7.121403503417968750e+01 4.414682769775390625e+01 1.272083759307861328e+01
5.612249023437500000e+03 1.151369506835937500e+03 7.594828796386718750e+01 3.786475372314453125e+01 1.373156166076660156e+01
5.613499023437500000e+03 1.095952880859375000e+03 7.009931182861328125e+01 3.817322921752929688e+01 1.377281093597412109e+01
5.614749023437500000e+03 1.099475708007812500e+03 6.465415191650390625e+01 4.261566925048828125e+01 1.538888645172119141e+01
5.615999023437500000e+03 1.130463134765625000e+03 6.390163803100585938e+01 4.359464645385742188e+01 1.451444816589355469e+01
5.617249023437500000e+03 1.039892089843750000e+03 5.625007247924804688e+01 3.752259445190429688e+01 1.352589321136474609e+01
5.618499023437500000e+03 1.077829833984375000e+03 6.354510879516601562e+01 4.192617797851562500e+01 9.719264030456542969e+00
5.619749023437500000e+03 1.051771484375000000e+03 5.520107650756835938e+01 4.178160476684570312e+01 1.113403034210205078e+01
5.620999023437500000e+03 1.029850708007812500e+03 5.557355880737304688e+01 3.519209289550781250e+01 1.370810222625732422e+01
5.622249023437500000e+03 1.073398315429687500e+03 5.213382720947265625e+01 4.582462310791015625e+01 1.503132724761962891e+01
5.623499023437500000e+03 1.034418701171875000e+03 5.173177719116210938e+01 5.395096206665039062e+01 1.613295364379882812e+01
5.624749023437500000e+03 1.017233154296875000e+03 5.514126586914062500e+01 4.355796813964843750e+01 1.313887310028076172e+01
5.625999023437500000e+03 1.104624511718750000e+03 5.640514373779296875e+01 4.171934890747070312e+01 1.342086791992187500e+01
5.627249023437500000e+03 1.103504760742187500e+03 5.590264892578125000e+01 3.812412643432617188e+01 1.457815551757812500e+01
5.628499023437500000e+03 1.091797851562500000e+03 5.294231033325195312e+01 3.794510269165039062e+01 1.629814147949218750e+01
5.629749023437500000e+03 1.080158691406250000e+03 5.921666717529296875e+01 4.066057586669921875e+01 1.328551769256591797e+01
5.630999023437500000e+03 1.069289184570312500e+03 6.115151214599609375e+01 3.596962738037109375e+01 1.597635936737060547e+01
5.632249023437500000e+03 1.088341430664062500e+03 5.600207138061523438e+01 3.958822250366210938e+01 1.556547546386718750e+01
5.633499023437500000e+03 1.120276367187500000e+03 5.734539031982421875e+01 4.955158996582031250e+01 1.646595001220703125e+01
5.634749023437500000e+03 1.136145141601562500e+03 5.512234115600585938e+01 3.302318191528320312e+01 1.552275657653808594e+01
5.635999023437500000e+03 1.162777587890625000e+03 5.461420822143554688e+01 3.888704681396484375e+01 1.639209938049316406e+01
5.637249023437500000e+03 1.165515991210937500e+03 5.964136505126953125e+01 3.555033493041992188e+01 1.692203521728515625e+01
5.638499023437500000e+03 1.113610717773437500e+03 6.145692443847656250e+01 3.152583122253417969e+01 1.841909980773925781e+01
5.639749023437500000e+03 1.191802001953125000e+03 7.027214050292968750e+01 3.942652893066406250e+01 1.388316822052001953e+01
5.640999023437500000e+03 1.242081665039062500e+03 7.175639343261718750e+01 3.832741165161132812e+01 1.916786766052246094e+01
5.642249023437500000e+03 1.227876342773437500e+03 6.855129241943359375e+01 4.209972381591796875e+01 1.510100460052490234e+01
5.643499023437500000e+03 1.267043090820312500e+03 7.348298645019531250e+01 4.171287918090820312e+01 1.360115337371826172e+01
5.644749023437500000e+03 1.225417236328125000e+03 7.849552154541015625e+01 3.833326721191406250e+01 1.673501777648925781e+01
5.645999023437500000e+03 1.177756225585937500e+03 9.021228790283203125e+01 4.363835144042968750e+01 1.881720542907714844e+01
5.647249023437500000e+03 1.157952026367187500e+03 6.761746215820312500e+01 3.140778923034667969e+01 1.925904655456542969e+01
5.648499023437500000e+03 1.136453735351562500e+03 7.895259094238281250e+01 3.504323577880859375e+01 1.476295852661132812e+01
5.649749023437500000e+03 1.154423339843750000e+03 7.295241546630859375e+01 4.072830963134765625e+01 1.648926353454589844e+01
5.650999023437500000e+03 1.115594848632812500e+03 7.958142852783203125e+01 3.238462066650390625e+01 1.249083518981933594e+01
5.652249023437500000e+03 1.110368041992187500e+03 8.218402099609375000e+01 3.666076660156250000e+01 1.535636615753173828e+01
5.653499023437500000e+03 1.110826660156250000e+03 8.368125915527343750e+01 3.502993774414062500e+01 1.729588317871093750e+01
5.654749023437500000e+03 1.151135253906250000e+03 9.279067993164062500e+01 3.137621307373046875e+01 1.883888244628906250e+01
5.655999023437500000e+03 1.150142578125000000e+03 7.584365844726562500e+01 3.089313888549804688e+01 1.670425605773925781e+01
5.657249023437500000e+03 1.126398559570312500e+03 8.893659210205078125e+01 3.465505981445312500e+01 1.541305446624755859e+01
5.658499023437500000e+03 1.054103149414062500e+03 8.856929779052734375e+01 3.235087203979492188e+01 1.372606849670410156e+01
5.659749023437500000e+03 1.084990722656250000e+03 9.159568023681640625e+01 3.195159530639648438e+01 1.447881031036376953e+01
5.660999023437500000e+03 1.103213989257812500e+03 9.443585205078125000e+01 3.329448699951171875e+01 1.662987327575683594e+01
5.662249023437500000e+03 1.068788818359375000e+03 8.704858398437500000e+01 3.130312347412109375e+01 1.994350624084472656e+01
5.663499023437500000e+03 1.098407226562500000e+03 8.336419677734375000e+01 3.536130142211914062e+01 1.821790695190429688e+01
5.664749023437500000e+03 1.074092895507812500e+03 9.541506195068359375e+01 2.763624572753906250e+01 1.382113838195800781e+01
5.665999023437500000e+03 1.018134765625000000e+03 8.965648651123046875e+01 3.195175933837890625e+01 1.508479499816894531e+01
5.667249023437500000e+03 1.052114746093750000e+03 9.606306457519531250e+01 3.023920440673828125e+01 1.805238342285156250e+01
5.668499023437500000e+03 1.053110839843750000e+03 1.039431304931640625e+02 3.656090545654296875e+01 1.899061584472656250e+01
5.669749023437500000e+03 1.024268920898437500e+03 9.914790344238281250e+01 3.301608657836914062e+01 1.937575912475585938e+01
5.670999023437500000e+03 1.004964721679687500e+03 1.008208541870117188e+02 3.310618591308593750e+01 1.914351463317871094e+01
5.672249023437500000e+03 1.002059509277343750e+03 1.030773162841796875e+02 3.048482513427734375e+01 1.548057746887207031e+01
5.673499023437500000e+03 1.007015258789062500e+03 1.011186370849609375e+02 3.177448081970214844e+01 1.404767227172851562e+01
5.674749023437500000e+03 9.999562988281250000e+02 9.863872528076171875e+01 3.056133270263671875e+01 2.048548889160156250e+01
5.675999023437500000e+03 9.797922363281250000e+02 8.851020812988281250e+01 3.580166625976562500e+01 1.755306434631347656e+01
5.677249023437500000e+03 1.004298583984375000e+03 9.989661407470703125e+01 3.442021179199218750e+01 1.990247726440429688e+01
5.678499023437500000e+03 9.893181762695312500e+02 9.573572540283203125e+01 2.867671012878417969e+01 1.782767677307128906e+01
5.679749023437500000e+03 9.998326416015625000e+02 9.405996704101562500e+01 3.299445724487304688e+01 1.655515480041503906e+01
5.680999023437500000e+03 1.000533203125000000e+03 1.049145584106445312e+02 3.403099441528320312e+01 1.849896621704101562e+01
5.682249023437500000e+03 9.949689331054687500e+02 1.043410949707031250e+02 3.542327499389648438e+01 1.660495376586914062e+01
5.683499023437500000e+03 1.024427124023437500e+03 9.270683288574218750e+01 3.306263351440429688e+01 1.687304306030273438e+01
5.684749023437500000e+03 9.536520385742187500e+02 9.999639892578125000e+01 3.458862686157226562e+01 1.545184421539306641e+01
5.685999023437500000e+03 1.035485473632812500e+03 1.029502258300781250e+02 3.389617919921875000e+01 1.536336994171142578e+01
5.687249023437500000e+03 9.867418823242187500e+02 1.035384979248046875e+02 3.233126449584960938e+01 1.751725769042968750e+01
5.688499023437500000e+03 1.000927612304687500e+03 1.022109146118164062e+02 3.509279251098632812e+01 1.839805030822753906e+01
5.689749023437500000e+03 1.010043823242187500e+03 1.017301788330078125e+02 3.048976516723632812e+01 1.796013641357421875e+01
5.690999023437500000e+03 9.790944824218750000e+02 1.107471847534179688e+02 3.635901641845703125e+01 1.819108009338378906e+01
5.692249023437500000e+03 9.803468627929687500e+02 9.465066528320312500e+01 3.522011566162109375e+01 1.402570247650146484e+01
5.693499023437500000e+03 9.794174194335937500e+02 8.949223327636718750e+01 4.047047805786132812e+01 1.409451389312744141e+01
5.694749023437500000e+03 1.000690002441406250e+03 9.480381774902343750e+01 3.943680953979492188e+01 1.400168037414550781e+01
5.695999023437500000e+03 9.836466674804687500e+02 9.093715667724609375e+01 3.438693237304687500e+01 1.705214691162109375e+01
5.697249023437500000e+03 9.787033081054687500e+02 9.311388397216796875e+01 3.987757873535156250e+01 1.430924510955810547e+01
5.698499023437500000e+03 9.961316528320312500e+02 8.198202514648437500e+01 3.615578079223632812e+01 1.253911495208740234e+01
5.699749023437500000e+03 1.045738159179687500e+03 8.547132873535156250e+01 3.837148666381835938e+01 1.273507404327392578e+01
5.700999023437500000e+03 1.011330688476562500e+03 8.371306610107421875e+01 4.177436065673828125e+01 1.158447837829589844e+01
5.702249023437500000e+03 1.012967773437500000e+03 8.294544982910156250e+01 3.895998001098632812e+01 1.428605079650878906e+01
5.703499023437500000e+03 1.012977783203125000e+03 9.118544006347656250e+01 4.434138488769531250e+01 1.396347522735595703e+01
5.704749023437500000e+03 9.960513305664062500e+02 8.323687744140625000e+01 4.644095611572265625e+01 1.554474163055419922e+01
5.705999023437500000e+03 1.021853881835937500e+03 8.040649414062500000e+01 4.470005798339843750e+01 1.397612953186035156e+01
5.707249023437500000e+03 1.007338073730468750e+03 7.525874328613281250e+01 4.197857666015625000e+01 1.273746967315673828e+01
5.708499023437500000e+03 9.900686035156250000e+02 8.300610351562500000e+01 3.959947204589843750e+01 1.177151679992675781e+01
5.709749023437500000e+03 9.802645874023437500e+02 8.147964477539062500e+01 4.228182601928710938e+01 1.300325965881347656e+01
5.710999023437500000e+03 9.495936889648437500e+02 8.126451110839843750e+01 4.206260299682617188e+01 1.163779449462890625e+01
5.712249023437500000e+03 9.501406250000000000e+02 8.840390014648437500e+01 4.240979003906250000e+01 1.125689220428466797e+01
5.713499023437500000e+03 9.344882812500000000e+02 7.808438110351562500e+01 4.526984405517578125e+01 1.190218162536621094e+01
5.714749023437500000e+03 9.904891357421875000e+02 8.336207580566406250e+01 4.259132385253906250e+01 1.249843502044677734e+01
5.715999023437500000e+03 9.591404418945312500e+02 8.396783447265625000e+01 3.366373062133789062e+01 9.409597396850585938e+00
5.717249023437500000e+03 9.004406127929687500e+02 8.474644470214843750e+01 4.118238449096679688e+01 1.118583679199218750e+01
5.718499023437500000e+03 9.194831542968750000e+02 7.759910583496093750e+01 3.766712188720703125e+01 1.098423480987548828e+01
5.719749023437500000e+03 9.208252563476562500e+02 7.066700744628906250e+01 3.718185424804687500e+01 1.147877788543701172e+01
5.720999023437500000e+03 8.966238403320312500e+02 6.894046783447265625e+01 4.039954757690429688e+01 1.202645206451416016e+01
5.722249023437500000e+03 9.404224243164062500e+02 7.507447814941406250e+01 4.326338195800781250e+01 1.178107261657714844e+01
5.723499023437500000e+03 9.331722412109375000e+02 6.937545776367187500e+01 4.084060668945312500e+01 1.159959316253662109e+01
5.724749023437500000e+03 9.507919921875000000e+02 6.507739257812500000e+01 4.008222198486328125e+01 1.192338085174560547e+01
5.725999023437500000e+03 9.742901611328125000e+02 6.941184234619140625e+01 3.529683685302734375e+01 1.178316593170166016e+01
5.727249023437500000e+03 9.718095703125000000e+02 6.257284927368164062e+01 4.209243011474609375e+01 1.209978294372558594e+01
5.728499023437500000e+03 9.795023193359375000e+02 6.720240020751953125e+01 4.136419677734375000e+01 1.127830600738525391e+01
5.729749023437500000e+03 9.962808227539062500e+02 6.699529266357421875e+01 3.777895736694335938e+01 1.327656650543212891e+01
5.730999023437500000e+03 9.814688720703125000e+02 6.613163757324218750e+01 3.858600997924804688e+01 1.142276573181152344e+01
5.732249023437500000e+03 9.596700439453125000e+02 6.107901763916015625e+01 4.545043563842773438e+01 1.152340126037597656e+01
5.733499023437500000e+03 1.000029663085937500e+03 6.668011474609375000e+01 3.676491165161132812e+01 1.223467063903808594e+01
5.734749023437500000e+03 9.555545654296875000e+02 6.311564636230468750e+01 3.386738586425781250e+01 1.225203227996826172e+01
5.735999023437500000e+03 9.584575195312500000e+02 6.809101104736328125e+01 3.836558151245117188e+01 1.338159084320068359e+01
5.737249023437500000e+03 9.402047729492187500e+02 6.528755950927734375e+01 3.946300506591796875e+01 1.315982818603515625e+01
5.738499023437500000e+03 9.560515747070312500e+02 6.419155883789062500e+01 3.237204360961914062e+01 1.195578002929687500e+01
5.739749023437500000e+03 9.167327880859375000e+02 6.646871948242187500e+01 3.310800170898437500e+01 1.510661983489990234e+01
5.740999023437500000e+03 9.748964233398437500e+02 6.635670471191406250e+01 3.959350967407226562e+01 1.521764850616455078e+01
5.742249023437500000e+03 9.199184570312500000e+02 6.704914855957031250e+01 3.137354469299316406e+01 1.329696846008300781e+01
5.743499023437500000e+03 9.413212890625000000e+02 6.773413085937500000e+01 3.471446990966796875e+01 1.170456695556640625e+01
5.744749023437500000e+03 9.589546508789062500e+02 6.803770446777343750e+01 3.765209579467773438e+01 1.234374427795410156e+01
5.745999023437500000e+03 1.000608276367187500e+03 7.037059783935546875e+01 4.002913665771484375e+01 1.472459983825683594e+01
5.747249023437500000e+03 1.006716430664062500e+03 8.050440979003906250e+01 3.773429870605468750e+01 1.337890434265136719e+01
5.748499023437500000e+03 1.008771301269531250e+03 7.875274658203125000e+01 3.743629074096679688e+01 1.213595294952392578e+01
5.749749023437500000e+03 1.010275573730468750e+03 7.576984405517578125e+01 3.595973587036132812e+01 1.548574066162109375e+01
5.750999023437500000e+03 1.026534790039062500e+03 7.789183044433593750e+01 3.666315841674804688e+01 1.562445831298828125e+01
5.752249023437500000e+03 1.044576538085937500e+03 8.741047668457031250e+01 2.767612266540527344e+01 1.655466079711914062e+01
5.753499023437500000e+03 1.066488281250000000e+03 7.708797454833984375e+01 3.413028335571289062e+01 1.289493656158447266e+01
5.754749023437500000e+03 1.062349365234375000e+03 8.560990905761718750e+01 3.471305847167968750e+01 1.645324707031250000e+01
5.755999023437500000e+03 1.048364135742187500e+03 8.545121765136718750e+01 3.250471878051757812e+01 1.609857368469238281e+01
5.757249023437500000e+03 1.082401245117187500e+03 8.669107055664062500e+01 2.886808776855468750e+01 1.605858421325683594e+01
5.758499023437500000e+03 1.116842163085937500e+03 8.767411041259765625e+01 3.290057754516601562e+01 1.608938598632812500e+01
5.759749023437500000e+03 1.089070190429687500e+03 8.602948760986328125e+01 3.109428787231445312e+01 1.661285018920898438e+01
5.760999023437500000e+03 1.058459106445312500e+03 8.981549835205078125e+01 3.768265151977539062e+01 1.624123954772949219e+01
5.762249023437500000e+03 1.100031494140625000e+03 9.818076324462890625e+01 3.173275756835937500e+01 1.627832984924316406e+01
5.763499023437500000e+03 1.111960083007812500e+03 9.017881774902343750e+01 4.019180679321289062e+01 1.579090976715087891e+01
5.764749023437500000e+03 1.126001342773437500e+03 1.003949584960937500e+02 3.271783065795898438e+01 1.584451007843017578e+01
5.765999023437500000e+03 1.112176513671875000e+03 9.690352630615234375e+01 3.433002853393554688e+01 1.462264537811279297e+01
5.767249023437500000e+03 1.134615844726562500e+03 9.467938232421875000e+01 3.490232467651367188e+01 1.999968528747558594e+01
5.768499023437500000e+03 1.179546875000000000e+03 1.008973236083984375e+02 3.205906295776367188e+01 1.601674842834472656e+01
5.769749023437500000e+03 1.146795043945312500e+03 8.862314605712890625e+01 2.872207641601562500e+01 1.594760894775390625e+01
5.770999023437500000e+03 1.152646240234375000e+03 9.069927215576171875e+01 2.830517578125000000e+01 1.882139396667480469e+01
